filename,class,case,has_arrow
image_00075.png,negative,neg_triangle_out,True
image_00076.png,negative,neg_circle_only,False
image_00077.png,negative,neg_two_triangles,False
image_00078.png,negative,neg_disjoint,True
image_00079.png,negative,neg_two_triangles,False
image_00080.png,negative,neg_two_triangles,False
image_00081.png,positive,positive,True
image_00082.png,negative,neg_circle_only,False
image_00083.png,positive,positive,True
image_00084.png,positive,positive,True
image_00085.png,negative,neg_two_triangles,True
image_00086.png,negative,neg_empty,False
image_00087.png,negative,neg_two_triangles,False
image_00088.png,positive,positive,True
image_00089.png,positive,positive_noise,True
image_00090.png,negative,neg_two_triangles,False
image_00091.png,positive,positive,False
image_00092.png,positive,positive,False
image_00093.png,negative,neg_circle_only,True
image_00094.png,negative,neg_circle_only,False
image_00095.png,positive,positive,True
image_00096.png,positive,positive,True
image_00097.png,positive,positive,True
image_00098.png,positive,positive,True
image_00099.png,negative,neg_multiple_circles,False
image_00100.png,negative,neg_multiple_circles,False
image_00101.png,negative,neg_disjoint,False
image_00102.png,positive,positive,True
image_00103.png,positive,positive_noise,True
image_00104.png,negative,neg_triangle_out,True
image_00105.png,negative,neg_triangle_out,False
image_00106.png,positive,positive,True
image_00107.png,negative,neg_empty,False
image_00108.png,negative,neg_empty,True
image_00109.png,positive,positive,True
image_00110.png,negative,neg_circle_only,False
image_00111.png,positive,positive,True
image_00112.png,negative,neg_multiple_circles,False
image_00113.png,negative,neg_multiple_circles,False
image_00114.png,positive,positive,False
image_00115.png,negative,neg_triangle_out,False
image_00116.png,negative,neg_multiple_circles,True
image_00117.png,positive,positive_noise,True
image_00118.png,negative,neg_circle_only,False
image_00119.png,positive,positive,True
image_00120.png,negative,neg_disjoint,False
image_00121.png,negative,neg_triangle_out,False
image_00122.png,positive,positive,True
image_00123.png,negative,neg_empty,True
image_00124.png,negative,neg_disjoint,False
image_00125.png,negative,neg_triangle_out,False
image_00126.png,positive,positive_noise,True
image_00127.png,positive,positive_noise,False
image_00128.png,negative,neg_multiple_circles,True
image_00129.png,positive,positive,True
image_00130.png,negative,neg_triangle_out,True
image_00131.png,positive,positive_noise,True
image_00132.png,negative,neg_empty,True
image_00133.png,negative,neg_disjoint,False
image_00134.png,positive,positive,True
image_00135.png,negative,neg_two_triangles,True
image_00136.png,positive,positive,True
image_00137.png,negative,neg_empty,True
image_00138.png,positive,positive_noise,True
image_00139.png,positive,positive_noise,False
image_00140.png,negative,neg_multiple_circles,True
image_00141.png,positive,positive_noise,True
image_00142.png,negative,neg_multiple_circles,True
image_00143.png,negative,neg_triangle_out,True
image_00144.png,positive,positive,False
image_00145.png,negative,neg_circle_only,False
image_00146.png,negative,neg_circle_only,True
image_00147.png,positive,positive,False
image_00148.png,negative,neg_two_triangles,False
image_00149.png,negative,neg_disjoint,False
image_00150.png,negative,neg_empty,False
image_00151.png,positive,positive_noise,False
image_00152.png,positive,positive_noise,True
image_00153.png,positive,positive,True
image_00154.png,negative,neg_two_triangles,False
image_00155.png,positive,positive_noise,True
image_00156.png,positive,positive_noise,False
image_00157.png,positive,positive_noise,True
image_00158.png,positive,positive,True
image_00159.png,negative,neg_circle_only,False
image_00160.png,negative,neg_circle_only,False
image_00161.png,negative,neg_multiple_circles,True
image_00162.png,positive,positive_noise,True
image_00163.png,negative,neg_circle_only,True
image_00164.png,positive,positive,False
image_00165.png,positive,positive,True
image_00166.png,negative,neg_disjoint,False
image_00167.png,positive,positive,True
image_00168.png,negative,neg_triangle_out,True
image_00169.png,positive,positive_noise,False
image_00170.png,negative,neg_disjoint,True
image_00171.png,positive,positive,True
image_00172.png,positive,positive_noise,True
image_00173.png,negative,neg_multiple_circles,True
image_00174.png,positive,positive,False
image_00175.png,positive,positive,False
image_00176.png,negative,neg_empty,True
image_00177.png,positive,positive_noise,True
image_00178.png,positive,positive,False
image_00179.png,positive,positive,False
image_00180.png,positive,positive,False
image_00181.png,negative,neg_triangle_out,False
image_00182.png,negative,neg_circle_only,True
image_00183.png,negative,neg_multiple_circles,False
image_00184.png,positive,positive,False
image_00185.png,positive,positive,False
image_00186.png,positive,positive,True
image_00187.png,negative,neg_empty,False
image_00188.png,positive,positive_noise,True
image_00189.png,positive,positive,True
image_00190.png,positive,positive,True
image_00191.png,positive,positive_noise,True
image_00192.png,negative,neg_circle_only,False
image_00193.png,negative,neg_empty,True
image_00194.png,negative,neg_triangle_out,False
image_00195.png,positive,positive,True
image_00196.png,positive,positive,False
image_00197.png,positive,positive_noise,True
image_00198.png,positive,positive,True
image_00199.png,negative,neg_two_triangles,False
image_00200.png,positive,positive,True
image_00201.png,negative,neg_triangle_out,True
image_00202.png,positive,positive,True
image_00203.png,negative,neg_disjoint,True
image_00204.png,positive,positive_noise,True
image_00205.png,positive,positive,True
image_00206.png,positive,positive,True
image_00207.png,negative,neg_circle_only,False
image_00208.png,negative,neg_two_triangles,True
image_00209.png,positive,positive,False
image_00210.png,negative,neg_multiple_circles,False
image_00211.png,positive,positive,True
image_00212.png,negative,neg_two_triangles,False
image_00213.png,negative,neg_multiple_circles,True
image_00214.png,negative,neg_empty,True
image_00215.png,positive,positive_noise,True
image_00216.png,positive,positive,True
image_00217.png,negative,neg_triangle_out,False
image_00218.png,positive,positive,True
image_00219.png,negative,neg_circle_only,False
image_00220.png,positive,positive_noise,False
image_00221.png,positive,positive,False
image_00222.png,positive,positive,False
image_00223.png,negative,neg_disjoint,False
image_00224.png,positive,positive,True
image_00225.png,positive,positive,False
image_00226.png,negative,neg_circle_only,False
image_00227.png,positive,positive,False
image_00228.png,negative,neg_triangle_out,False
image_00229.png,negative,neg_empty,False
image_00230.png,positive,positive,True
image_00231.png,negative,neg_multiple_circles,False
image_00232.png,positive,positive_noise,False
image_00233.png,negative,neg_multiple_circles,True
image_00234.png,negative,neg_two_triangles,True
image_00235.png,negative,neg_disjoint,False
image_00236.png,positive,positive,False
image_00237.png,positive,positive,True
image_00238.png,positive,positive,True
image_00239.png,negative,neg_disjoint,False
image_00240.png,positive,positive,False
image_00241.png,negative,neg_empty,False
image_00242.png,positive,positive,True
image_00243.png,negative,neg_triangle_out,False
image_00244.png,positive,positive,True
image_00245.png,negative,neg_triangle_out,False
image_00246.png,negative,neg_empty,True
image_00247.png,positive,positive_noise,True
image_00248.png,positive,positive,True
image_00249.png,negative,neg_circle_only,False
image_00250.png,negative,neg_circle_only,True
image_00251.png,positive,positive,True
image_00252.png,negative,neg_multiple_circles,True
image_00253.png,positive,positive_noise,False
image_00254.png,negative,neg_two_triangles,False
image_00255.png,positive,positive,True
image_00256.png,positive,positive,False
image_00257.png,negative,neg_triangle_out,False
image_00258.png,negative,neg_two_triangles,False
image_00259.png,positive,positive_noise,True
image_00260.png,positive,positive,True
image_00261.png,positive,positive,False
image_00262.png,positive,positive_noise,True
image_00263.png,positive,positive,True
image_00264.png,negative,neg_multiple_circles,False
image_00265.png,positive,positive,False
image_00266.png,negative,neg_two_triangles,False
image_00267.png,positive,positive,True
image_00268.png,positive,positive,True
image_00269.png,positive,positive,True
image_00270.png,positive,positive_noise,False
image_00271.png,positive,positive_noise,True
image_00272.png,positive,positive_noise,True
image_00273.png,negative,neg_two_triangles,False
image_00274.png,negative,neg_empty,False
image_00275.png,positive,positive,True
image_00276.png,positive,positive,False
image_00277.png,negative,neg_empty,False
image_00278.png,positive,positive,True
image_00279.png,positive,positive,False
image_00280.png,negative,neg_two_triangles,True
image_00281.png,positive,positive,True
image_00282.png,positive,positive_noise,True
image_00283.png,negative,neg_circle_only,True
image_00284.png,positive,positive,True
image_00285.png,positive,positive,True
image_00286.png,negative,neg_triangle_out,False
image_00287.png,negative,neg_two_triangles,True
image_00288.png,negative,neg_two_triangles,True
image_00289.png,negative,neg_two_triangles,True
image_00290.png,negative,neg_circle_only,True
image_00291.png,positive,positive,True
image_00292.png,positive,positive,True
image_00293.png,positive,positive,True
image_00294.png,negative,neg_empty,False
image_00295.png,positive,positive_noise,True
image_00296.png,positive,positive_noise,True
image_00297.png,positive,positive,True
image_00298.png,positive,positive,False
image_00299.png,positive,positive,False
image_00300.png,positive,positive,True
image_00301.png,negative,neg_empty,True
image_00302.png,negative,neg_triangle_out,False
image_00303.png,negative,neg_empty,True
image_00304.png,positive,positive,False
image_00305.png,negative,neg_circle_only,True
image_00306.png,positive,positive_noise,True
image_00307.png,positive,positive_noise,True
image_00308.png,negative,neg_circle_only,False
image_00309.png,negative,neg_empty,True
image_00310.png,positive,positive,True
image_00311.png,positive,positive,False
image_00312.png,negative,neg_two_triangles,False
image_00313.png,positive,positive_noise,True
image_00314.png,positive,positive,False
image_00315.png,negative,neg_disjoint,True
image_00316.png,positive,positive,False
image_00317.png,negative,neg_disjoint,True
image_00318.png,positive,positive,True
image_00319.png,positive,positive,True
image_00320.png,negative,neg_multiple_circles,False
image_00321.png,negative,neg_triangle_out,False
image_00322.png,negative,neg_circle_only,False
image_00323.png,positive,positive,False
image_00324.png,negative,neg_disjoint,False
image_00325.png,negative,neg_two_triangles,False
image_00326.png,negative,neg_empty,False
image_00327.png,negative,neg_two_triangles,False
image_00328.png,positive,positive,True
image_00329.png,negative,neg_multiple_circles,True
image_00330.png,positive,positive_noise,True
image_00331.png,positive,positive_noise,True
image_00332.png,negative,neg_disjoint,True
image_00333.png,positive,positive_noise,True
image_00334.png,negative,neg_disjoint,False
image_00335.png,negative,neg_disjoint,True
image_00336.png,positive,positive,False
image_00337.png,positive,positive,True
image_00338.png,positive,positive,True
image_00339.png,positive,positive_noise,True
image_00340.png,positive,positive_noise,True
image_00341.png,negative,neg_circle_only,False
image_00342.png,negative,neg_empty,True
image_00343.png,negative,neg_empty,True
image_00344.png,positive,positive,True
image_00345.png,negative,neg_empty,False
image_00346.png,negative,neg_multiple_circles,False
image_00347.png,positive,positive,True
image_00348.png,negative,neg_circle_only,False
image_00349.png,positive,positive,True
image_00350.png,positive,positive,False
image_00351.png,negative,neg_triangle_out,False
image_00352.png,negative,neg_disjoint,False
image_00353.png,negative,neg_circle_only,True
image_00354.png,negative,neg_multiple_circles,False
image_00355.png,negative,neg_circle_only,False
image_00356.png,negative,neg_triangle_out,True
image_00357.png,positive,positive,True
image_00358.png,negative,neg_triangle_out,False
image_00359.png,positive,positive,True
image_00360.png,negative,neg_multiple_circles,True
image_00361.png,positive,positive_noise,True
image_00362.png,positive,positive_noise,True
image_00363.png,negative,neg_disjoint,False
image_00364.png,positive,positive,False
image_00365.png,positive,positive,False
image_00366.png,negative,neg_two_triangles,False
image_00367.png,negative,neg_disjoint,False
image_00368.png,positive,positive,True
image_00369.png,positive,positive,False
image_00370.png,negative,neg_empty,False
image_00371.png,negative,neg_empty,False
image_00372.png,negative,neg_two_triangles,True
image_00373.png,positive,positive,False
image_00374.png,positive,positive,True
image_00375.png,positive,positive_noise,True
image_00376.png,positive,positive,False
image_00377.png,negative,neg_empty,False
image_00378.png,positive,positive,True
image_00379.png,positive,positive,True
image_00380.png,negative,neg_multiple_circles,False
image_00381.png,negative,neg_triangle_out,False
image_00382.png,positive,positive,False
image_00383.png,positive,positive_noise,True
image_00384.png,negative,neg_multiple_circles,False
image_00385.png,negative,neg_disjoint,True
image_00386.png,negative,neg_disjoint,True
image_00387.png,positive,positive_noise,True
image_00388.png,negative,neg_empty,False
image_00389.png,negative,neg_disjoint,True
image_00390.png,negative,neg_empty,False
image_00391.png,negative,neg_triangle_out,False
image_00392.png,negative,neg_circle_only,False
image_00393.png,negative,neg_disjoint,True
image_00394.png,positive,positive_noise,False
image_00395.png,negative,neg_disjoint,True
image_00396.png,positive,positive,True
image_00397.png,negative,neg_triangle_out,False
image_00398.png,negative,neg_triangle_out,False
image_00399.png,positive,positive_noise,True
image_00400.png,positive,positive,True
image_00401.png,positive,positive,True
image_00402.png,negative,neg_disjoint,False
image_00403.png,positive,positive,True
image_00404.png,positive,positive_noise,True
image_00405.png,negative,neg_empty,False
image_00406.png,negative,neg_circle_only,False
image_00407.png,positive,positive_noise,False
image_00408.png,negative,neg_circle_only,True
image_00409.png,negative,neg_empty,False
image_00410.png,negative,neg_empty,False
image_00411.png,negative,neg_triangle_out,False
image_00412.png,negative,neg_circle_only,False
image_00413.png,positive,positive,False
image_00414.png,positive,positive_noise,True
image_00415.png,negative,neg_disjoint,False
image_00416.png,positive,positive,True
image_00417.png,negative,neg_multiple_circles,False
image_00418.png,positive,positive,False
image_00419.png,positive,positive,False
image_00420.png,negative,neg_disjoint,False
image_00421.png,negative,neg_multiple_circles,False
image_00422.png,negative,neg_multiple_circles,False
image_00423.png,negative,neg_disjoint,False
image_00424.png,positive,positive,False
image_00425.png,positive,positive,False
image_00426.png,positive,positive,True
image_00427.png,negative,neg_empty,False
image_00428.png,positive,positive,True
image_00429.png,positive,positive,False
image_00430.png,positive,positive_noise,True
image_00431.png,positive,positive_noise,True
image_00432.png,negative,neg_triangle_out,True
image_00433.png,negative,neg_multiple_circles,False
image_00434.png,negative,neg_disjoint,False
image_00435.png,negative,neg_disjoint,True
image_00436.png,negative,neg_circle_only,False
image_00437.png,positive,positive,False
image_00438.png,negative,neg_multiple_circles,False
image_00439.png,negative,neg_circle_only,False
image_00440.png,positive,positive_noise,True
image_00441.png,positive,positive,True
image_00442.png,negative,neg_circle_only,True
image_00443.png,negative,neg_triangle_out,True
image_00444.png,positive,positive_noise,True
image_00445.png,negative,neg_circle_only,True
image_00446.png,positive,positive,False
image_00447.png,positive,positive_noise,True
image_00448.png,negative,neg_triangle_out,True
image_00449.png,negative,neg_disjoint,False
image_00450.png,negative,neg_multiple_circles,False
image_00451.png,negative,neg_circle_only,False
image_00452.png,positive,positive,True
image_00453.png,negative,neg_disjoint,False
image_00454.png,negative,neg_triangle_out,False
image_00455.png,positive,positive,True
image_00456.png,negative,neg_empty,False
image_00457.png,negative,neg_multiple_circles,False
image_00458.png,negative,neg_circle_only,False
image_00459.png,positive,positive,True
image_00460.png,negative,neg_triangle_out,False
image_00461.png,positive,positive,True
image_00462.png,negative,neg_triangle_out,False
image_00463.png,negative,neg_two_triangles,True
image_00464.png,positive,positive_noise,True
image_00465.png,negative,neg_multiple_circles,False
image_00466.png,positive,positive,True
image_00467.png,negative,neg_circle_only,False
image_00468.png,negative,neg_multiple_circles,False
image_00469.png,negative,neg_triangle_out,True
image_00470.png,negative,neg_two_triangles,False
image_00471.png,positive,positive,True
image_00472.png,positive,positive,True
image_00473.png,negative,neg_multiple_circles,False
image_00474.png,negative,neg_triangle_out,True
image_00475.png,negative,neg_disjoint,True
image_00476.png,positive,positive_noise,False
image_00477.png,positive,positive_noise,False
image_00478.png,positive,positive_noise,True
image_00479.png,negative,neg_circle_only,False
image_00480.png,positive,positive,True
image_00481.png,negative,neg_two_triangles,False
image_00482.png,negative,neg_empty,False
image_00483.png,negative,neg_disjoint,False
image_00484.png,positive,positive,True
image_00485.png,negative,neg_circle_only,False
image_00486.png,negative,neg_two_triangles,False
image_00487.png,positive,positive,True
image_00488.png,positive,positive_noise,False
image_00489.png,positive,positive_noise,True
image_00490.png,positive,positive_noise,False
image_00491.png,positive,positive_noise,False
image_00492.png,positive,positive,True
image_00493.png,positive,positive,True
image_00494.png,negative,neg_disjoint,True
image_00495.png,negative,neg_empty,False
image_00496.png,positive,positive,True
image_00497.png,negative,neg_triangle_out,True
image_00498.png,positive,positive_noise,True
image_00499.png,negative,neg_multiple_circles,True
image_00500.png,positive,positive,False
image_00501.png,positive,positive,True
image_00502.png,negative,neg_multiple_circles,True
image_00503.png,negative,neg_disjoint,False
image_00504.png,negative,neg_triangle_out,False
image_00505.png,negative,neg_empty,False
image_00506.png,positive,positive_noise,False
image_00507.png,negative,neg_disjoint,True
image_00508.png,negative,neg_triangle_out,True
image_00509.png,positive,positive_noise,False
image_00510.png,negative,neg_multiple_circles,True
image_00511.png,positive,positive,True
image_00512.png,positive,positive_noise,True
image_00513.png,positive,positive,True
image_00514.png,positive,positive,True
image_00515.png,negative,neg_empty,False
image_00516.png,negative,neg_triangle_out,False
image_00517.png,negative,neg_triangle_out,True
image_00518.png,positive,positive,False
image_00519.png,negative,neg_empty,True
image_00520.png,negative,neg_empty,False
image_00521.png,negative,neg_multiple_circles,False
image_00522.png,positive,positive_noise,True
image_00523.png,negative,neg_triangle_out,False
image_00524.png,negative,neg_triangle_out,True
image_00525.png,positive,positive,True
image_00526.png,negative,neg_empty,False
image_00527.png,positive,positive_noise,True
image_00528.png,positive,positive,True
image_00529.png,positive,positive,True
image_00530.png,negative,neg_circle_only,True
image_00531.png,positive,positive_noise,True
image_00532.png,negative,neg_two_triangles,False
image_00533.png,negative,neg_circle_only,False
image_00534.png,positive,positive,True
image_00535.png,negative,neg_disjoint,False
image_00536.png,negative,neg_triangle_out,False
image_00537.png,positive,positive,False
image_00538.png,positive,positive,True
image_00539.png,negative,neg_multiple_circles,False
image_00540.png,positive,positive_noise,True
image_00541.png,negative,neg_multiple_circles,False
image_00542.png,positive,positive,True
image_00543.png,positive,positive,True
image_00544.png,positive,positive_noise,False
image_00545.png,negative,neg_two_triangles,False
image_00546.png,negative,neg_multiple_circles,False
image_00547.png,negative,neg_disjoint,False
image_00548.png,negative,neg_triangle_out,True
image_00549.png,positive,positive,True
image_00550.png,positive,positive,True
image_00551.png,negative,neg_circle_only,True
image_00552.png,positive,positive_noise,True
image_00553.png,negative,neg_multiple_circles,True
image_00554.png,positive,positive,False
image_00555.png,negative,neg_triangle_out,False
image_00556.png,negative,neg_circle_only,False
image_00557.png,negative,neg_triangle_out,False
image_00558.png,negative,neg_circle_only,False
image_00559.png,positive,positive_noise,True
image_00560.png,negative,neg_multiple_circles,False
image_00561.png,negative,neg_disjoint,True
image_00562.png,positive,positive,True
image_00563.png,positive,positive,True
image_00564.png,positive,positive,True
image_00565.png,negative,neg_empty,True
image_00566.png,positive,positive_noise,False
image_00567.png,positive,positive_noise,True
image_00568.png,negative,neg_circle_only,True
image_00569.png,negative,neg_circle_only,False
image_00570.png,positive,positive_noise,True
image_00571.png,positive,positive,True
image_00572.png,negative,neg_empty,False
image_00573.png,negative,neg_multiple_circles,False
image_00574.png,negative,neg_two_triangles,False
image_00575.png,positive,positive,True
image_00576.png,negative,neg_triangle_out,True
image_00577.png,positive,positive_noise,True
image_00578.png,negative,neg_triangle_out,True
image_00579.png,positive,positive,True
image_00580.png,positive,positive_noise,True
image_00581.png,positive,positive,True
image_00582.png,negative,neg_circle_only,True
image_00583.png,negative,neg_two_triangles,False
image_00584.png,negative,neg_circle_only,False
image_00585.png,positive,positive_noise,True
image_00586.png,positive,positive,False
image_00587.png,positive,positive,True
image_00588.png,positive,positive,True
image_00589.png,positive,positive,True
image_00590.png,negative,neg_circle_only,False
image_00591.png,positive,positive_noise,False
image_00592.png,negative,neg_two_triangles,False
image_00593.png,positive,positive,True
image_00594.png,positive,positive,False
image_00595.png,negative,neg_triangle_out,False
image_00596.png,positive,positive,True
image_00597.png,positive,positive,True
image_00598.png,negative,neg_triangle_out,False
image_00599.png,negative,neg_multiple_circles,True
image_00600.png,negative,neg_circle_only,False
image_00601.png,negative,neg_multiple_circles,False
image_00602.png,negative,neg_empty,False
image_00603.png,negative,neg_triangle_out,False
image_00604.png,negative,neg_multiple_circles,False
image_00605.png,positive,positive,True
image_00606.png,positive,positive,True
image_00607.png,positive,positive,False
image_00608.png,positive,positive,True
image_00609.png,negative,neg_multiple_circles,False
image_00610.png,positive,positive_noise,False
image_00611.png,negative,neg_triangle_out,False
image_00612.png,negative,neg_multiple_circles,False
image_00613.png,positive,positive,True
image_00614.png,negative,neg_circle_only,False
image_00615.png,positive,positive,False
image_00616.png,positive,positive_noise,True
image_00617.png,negative,neg_two_triangles,True
image_00618.png,positive,positive,False
image_00619.png,negative,neg_empty,False
image_00620.png,negative,neg_empty,True
image_00621.png,positive,positive,True
image_00622.png,negative,neg_triangle_out,False
image_00623.png,positive,positive,False
image_00624.png,negative,neg_triangle_out,False
image_00625.png,negative,neg_empty,True
image_00626.png,negative,neg_circle_only,True
image_00627.png,negative,neg_multiple_circles,False
image_00628.png,negative,neg_triangle_out,False
image_00629.png,positive,positive_noise,True
image_00630.png,negative,neg_two_triangles,False
image_00631.png,positive,positive,False
image_00632.png,positive,positive_noise,False
image_00633.png,negative,neg_triangle_out,False
image_00634.png,negative,neg_triangle_out,False
image_00635.png,negative,neg_two_triangles,False
image_00636.png,positive,positive,False
image_00637.png,positive,positive,True
image_00638.png,positive,positive,True
image_00639.png,positive,positive_noise,True
image_00640.png,negative,neg_circle_only,True
image_00641.png,negative,neg_disjoint,False
image_00642.png,negative,neg_triangle_out,False
image_00643.png,negative,neg_disjoint,False
image_00644.png,positive,positive,False
image_00645.png,negative,neg_two_triangles,True
image_00646.png,positive,positive,True
image_00647.png,positive,positive_noise,True
image_00648.png,positive,positive,True
image_00649.png,positive,positive,True
image_00650.png,positive,positive_noise,True
image_00651.png,negative,neg_empty,False
image_00652.png,negative,neg_disjoint,False
image_00653.png,positive,positive,False
image_00654.png,positive,positive_noise,True
image_00655.png,negative,neg_empty,False
image_00656.png,negative,neg_empty,False
image_00657.png,negative,neg_circle_only,True
image_00658.png,negative,neg_disjoint,True
image_00659.png,positive,positive_noise,True
image_00660.png,positive,positive,True
image_00661.png,negative,neg_circle_only,False
image_00662.png,positive,positive,True
image_00663.png,negative,neg_two_triangles,False
image_00664.png,positive,positive,True
image_00665.png,positive,positive,False
image_00666.png,negative,neg_triangle_out,False
image_00667.png,negative,neg_empty,False
image_00668.png,negative,neg_disjoint,False
image_00669.png,positive,positive_noise,False
image_00670.png,negative,neg_multiple_circles,True
image_00671.png,negative,neg_circle_only,True
image_00672.png,positive,positive,True
image_00673.png,negative,neg_empty,True
image_00674.png,positive,positive,True
image_00675.png,positive,positive_noise,False
image_00676.png,negative,neg_disjoint,False
image_00677.png,negative,neg_empty,False
image_00678.png,positive,positive,False
image_00679.png,negative,neg_multiple_circles,False
image_00680.png,negative,neg_circle_only,False
image_00681.png,negative,neg_empty,True
image_00682.png,negative,neg_empty,True
image_00683.png,negative,neg_circle_only,False
image_00684.png,positive,positive_noise,False
image_00685.png,negative,neg_empty,False
image_00686.png,negative,neg_empty,True
image_00687.png,negative,neg_two_triangles,True
image_00688.png,negative,neg_disjoint,False
image_00689.png,negative,neg_triangle_out,False
image_00690.png,positive,positive_noise,True
image_00691.png,negative,neg_multiple_circles,False
image_00692.png,positive,positive,True
image_00693.png,negative,neg_two_triangles,False
image_00694.png,negative,neg_empty,False
image_00695.png,positive,positive,True
image_00696.png,positive,positive,True
image_00697.png,negative,neg_two_triangles,False
image_00698.png,positive,positive,True
image_00699.png,negative,neg_multiple_circles,False
image_00700.png,positive,positive_noise,True
image_00701.png,positive,positive_noise,True
image_00702.png,negative,neg_empty,True
image_00703.png,negative,neg_two_triangles,False
image_00704.png,positive,positive,True
image_00705.png,negative,neg_two_triangles,True
image_00706.png,negative,neg_empty,True
image_00707.png,negative,neg_empty,True
image_00708.png,positive,positive_noise,True
image_00709.png,positive,positive,True
image_00710.png,positive,positive_noise,False
image_00711.png,negative,neg_disjoint,False
image_00712.png,positive,positive,True
image_00713.png,positive,positive_noise,True
image_00714.png,positive,positive,False
image_00715.png,positive,positive,True
image_00716.png,positive,positive,True
image_00717.png,positive,positive_noise,True
image_00718.png,negative,neg_circle_only,False
image_00719.png,negative,neg_empty,False
image_00720.png,positive,positive,True
image_00721.png,negative,neg_disjoint,False
image_00722.png,positive,positive,True
image_00723.png,positive,positive,False
image_00724.png,negative,neg_multiple_circles,False
image_00725.png,negative,neg_disjoint,False
image_00726.png,positive,positive_noise,False
image_00727.png,negative,neg_multiple_circles,False
image_00728.png,negative,neg_multiple_circles,False
image_00729.png,negative,neg_two_triangles,False
image_00730.png,positive,positive,True
image_00731.png,positive,positive,True
image_00732.png,positive,positive,False
image_00733.png,negative,neg_triangle_out,False
image_00734.png,positive,positive_noise,True
image_00735.png,positive,positive_noise,False
image_00736.png,positive,positive,True
image_00737.png,positive,positive,True
image_00738.png,negative,neg_two_triangles,True
image_00739.png,positive,positive,True
image_00740.png,negative,neg_two_triangles,True
image_00741.png,negative,neg_circle_only,False
image_00742.png,negative,neg_triangle_out,False
image_00743.png,negative,neg_triangle_out,True
image_00744.png,positive,positive,False
image_00745.png,positive,positive_noise,False
image_00746.png,positive,positive,True
image_00747.png,positive,positive_noise,True
image_00748.png,positive,positive,True
image_00749.png,negative,neg_disjoint,False
image_00750.png,negative,neg_two_triangles,True
image_00751.png,negative,neg_circle_only,False
image_00752.png,negative,neg_disjoint,True
image_00753.png,positive,positive,False
image_00754.png,positive,positive,True
image_00755.png,positive,positive,True
image_00756.png,negative,neg_disjoint,False
image_00757.png,negative,neg_multiple_circles,False
image_00758.png,positive,positive_noise,False
image_00759.png,positive,positive_noise,True
image_00760.png,positive,positive,False
image_00761.png,negative,neg_multiple_circles,True
image_00762.png,positive,positive,True
image_00763.png,positive,positive,True
image_00764.png,negative,neg_disjoint,True
image_00765.png,positive,positive,False
image_00766.png,negative,neg_multiple_circles,False
image_00767.png,negative,neg_two_triangles,False
image_00768.png,negative,neg_empty,False
